unified_root,unified_trans,stemhandle,note,source,stemform,abbreviation,grammar_note,brackets,positional,compounds,wordform,trans,trans_note,usage_note,verb_class,see,dv
-dįh//-dįį-,ABSENT/POSTP,ABSENT/POSTP ,[],[YM-140],['-dįįd/g'],P. mom.,,,,0,ásdįįg ,s/he/it disappeared,[''],[''],[''],, ásdįįd
-dįh//-dįį-,ABSENT/POSTP,ABSENT/POSTP ,[],[YM-140],['-dįįd/g'],P. mom.,,,,0,ágodįh ,it (3s) is absent,[''],['(3s)'],[''],, ígodįh
-dįh//-dįį-,ABSENT/POSTP,ABSENT/POSTP ,[],[YM-140],['-dįįd/g'],P. mom.,,,,0,dá’ádįh ,s/he is missing/not any/it is not there,[''],[''],[''],, ádįh
-dįh//-dįį-,ABSENT/POSTP,ABSENT/POSTP ,[],[YM-140],['-dįįd/g'],P. mom.,,,,0,dá’ádįh ,there are none,[''],[''],[''], dohwaa da,
-dįh//-dįį-,ABSENT/POSTP,ABSENT/POSTP ,[],[YM-140],['-dįįd/g'],P. mom.,,,,0,dá’ádįh ,there are none,[''],[''],[''], dohwaa da doo hat’īī da,
-dįh//-dįį-,ABSENT/POSTP,ABSENT/POSTP ,[],[YM-140],['-dįįd/g'],P. mom.,,,,0,dá’ádįh ,there are none,[''],[''],[''], dohwaa da doo hat’īī da doo nt’é da,
-dįh//-dįį-,ABSENT/POSTP,ABSENT/POSTP ,[],[YM-140],['-dįįd/g'],P. mom.,,,,0,édadįh ,they are missing,[''],[''],[''],, ádadįh
-dįh//-dįį-,ABSENT/POSTP,ABSENT/POSTP ,[],[YM-140],['-dįįd/g'],P. mom.,,,,0,édįh ,it is dead/,[''],[''],[''],, ádįh
-dįh//-dįį-,ABSENT/POSTP,ABSENT/POSTP ,[],[YM-140],['-dįįd/g'],P. mom.,,,,0,doo édįįh ,it does not disappear/,[''],[''],[''], doo ngonel’ą̄ą̄ da,
-dįh//-dįį-,ABSENT/POSTP,ABSENT/POSTP ,[],[YM-140],['-dįįd/g'],P. mom.,,,,0,ínádįh ,it is disappearing,[''],[''],[''],, ánádįh
-dįh//-dįį-,ABSENT/POSTP,ABSENT/POSTP ,[],[YM-140],['-dįįd/g'],P. mom.,,,,0,ínasdįįd ,it disappeared/gone,[''],[''],[''],, ínasdįįg
-dįh//-dįį-,ABSENT/POSTP,ABSENT/POSTP ,[],[YM-140],['-dįįd/g'],P. mom.,,,,0,ínasdįįg ,it disappeared/gone,[''],[''],[''],, ínasdįįd
-dįh//-dįį-,ABSENT/POSTP,ABSENT/POSTP ,[],[YM-140],['-dįįd/g'],P. mom.,,,,0,náda’isdįįd ,they were filled up/had all ,[''],[''],[''],, náda’isdįįg
-dįh//-dįį-,ABSENT/POSTP,ABSENT/POSTP ,[],[YM-140],['-dįįd/g'],P. mom.,,,,0,náda’isdįįg ,they were filled/had all ,[''],[''],[''],, náda’isdįįd
-dįh//-dįį-,ABSENT/POSTP,ABSENT/POSTP ,[],[YM-140],['-dįįd/g'],P. mom.,,,,0,ná’ásdįįd ,s/he is full -- from eating,[''],[''],[''],, ná’ísdįįg
-dįh//-dįį-,ABSENT/POSTP,ABSENT/POSTP ,[],[YM-140],['-dįįd/g'],P. mom.,,,,0,ná’isdįįd ,s/he is full -- from eating,[''],[''],[''],, ná’isdįįg
-dįh//-dįį-,ABSENT/POSTP,ABSENT/POSTP ,[],[YM-140],['-dįįd/g'],P. mom.,,,,0,ná’isdįįg ,s/he is full -- from eating,[''],[''],[''],, ná’isdįįd
-tis,AHEAD/POSTP,AHEAD/POSTP ,[],[YM-509],['-tis'],I neut. ,,,,,,,,,,,
-tah,AMONG/POSTP,AMONG/POSTP ,[],[YM-469],['-tah'],I neut.,,,,,,,,,,,
-tł’ah,ANGLE,ANGLE ,[],[YM-574],['-tł’ah'],"I neut.; P, I, R, O, F dur.",,,,,,,,,,,
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,,,,,,,,
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,dahółkeed ,you (2dp) request/ask for,[''],['(2dp)'],[''],, dahółkeeg
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,dahółkeeg ,you (2dp) request/ask for,[''],['(2dp)'],[''],, dahółkeed
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,dahónkeed ,we ask for it,[''],[''],[''],, dahónkeeg
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,dahónkeeg ,we ask for it,[''],[''],[''],, dahónkeed
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,da’dóhkeed ,we asked for it  [rck],['[rck]'],[''],[''],, da’dóhkeeg
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,da’dóhkeeg ,we asked for it  [rck],['[rck]'],[''],[''],, da’dóhkeed
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,da’dółkeed ,you (2dp) ask (for something),[''],['(2dp) ask (for something)'],[''],, da’dółkeeg
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,da’dółkeeg ,you (2dp) ask (for something),[''],['(2dp) ask (for something)'],[''],, da’dółkeed
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,dadołkeed ,you (2dp) ask for them,[''],['(2dp)'],[''],, dadołkeeg
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,dadołkeeg ,you (2dp) ask for them,[''],['(2dp)'],[''],, dadołkeed
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,nahódishkid ,I ask him/her,[''],[''],[''],, nahódishkig
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,nahódishkig ,I ask him/her,[''],[''],[''],, nahódishkid
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,nahónłkid ,you ask,[''],[''],[''],, nahónlkig
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,nahónłkig ,you ask,[''],[''],[''],, nahónłkid
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,yókeed ,s/he asks,[''],[''],[''],, yókeeg
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,yókeeg ,s/he asks,[''],[''],[''],, yókeed
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,bitisyú dohołkeed you (2dp) request or ask for more,0,bitisyú dohołkeed ,you (2dp) request or ask for more,[''],['(2dp)'],[''],, bitisyú dohołkeeg
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,bitisyú dahołkeeg ,you (2dp) request or ask for more,[''],['(2dp)'],[''],, bitisyú dahołkeed
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,1,bíyókeed ,he asks for it,[''],[''],[''],, bíyókeeg
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,1,bíyókeeg ,s/he asks for it,[''],[''],[''],, bíyókeed
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,ídókeed ,s/he begs,[''],[''],[''],, ídókeeg
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,ídókeed ,s/he begs,[''],[''],[''], yídókeed, ídókeeg
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,ídókeeg ,s/he begs,[''],[''],[''],, ídókeed
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,nabí’dikid ,s/he is questioned,[''],[''],[''],, nabí’dikig
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,nabí’dikig ,s/he is questioned,[''],[''],[''],, nabí’dikid
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,nabídadiłkid ,they asked him/her,[''],[''],[''],, nabídadiłkig
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,nabídadiłkig ,they asked him/her,[''],[''],[''],, nabídadiłkid
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,nabídiłkid ,s/he is asking him/her,[''],[''],[''],, nabídiłkig
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,nabídiłkig ,s/he is asking him/her,[''],[''],[''],, nabídiłkid
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,na’ídiłkid ,s/he questions/asks,[''],[''],[''],, na’ídiłkig
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,na’ídiłkig ,s/he questions/asks,[''],[''],[''],, na’ídiłkid
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,nayídadiłkid ,they asked him/her,[''],[''],[''],, nayídadiłkig
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,nayídadiłkig ,they asked him/her,[''],[''],[''],, nayídadiłkid
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,nayídiłkid ,s/he asked them (questions),[''],['(questions)'],[''],, nayídiłkig
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,nayídiłkig ,s/he asked them (questions),[''],['(questions)'],[''],, nayídiłkid
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,yídókeed ,s/he begs/asks for it,[''],[''],[''],, yídókeeg
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,yídókeed ,s/he begs/asks for it,[''],[''],[''], ídókeed, yídókeeg
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,yídókeeg ,s/he begs/asks for it,[''],[''],[''],, yídókeed
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,yíná’dókeed ,they ask it of him/her [rck],['[rck]'],[''],[''],, yíná’dókeeg
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,yíná’dókeeg ,they ask it of him/her,[''],[''],[''],, yíná’dókeed
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,yíyókeed ,s/he asks him/her give me some,[''],[''],[''],, yíyókeeg
-kid/g,ASK,ASK ,[],[YM-316],['-kid'],"P, I, O rep.",,,,0,yíyókeeg ,s/he asks him/her give me some,[''],[''],[''],, yíyókeed
-jid/g,GO:TRAP/HUNT,BACKPACK ,[],[YM-270],['-jid/g'],"P. mom.; P, I, O cont.",,,,,,,,,,,
-chǫ’//-chǫǫ-,BAD,BAD ,[],[YM-96],['-chood/g'],P. mom.,,,,,,,,,,,
-chǫ’//-chǫǫ-,BAD,BAD ,[],[YM-96],['-chood/g'],P. mom.,,,,0,dénchǫ’i ,it is void/not valid,[''],[''],[''], dohwaa na’idlį̄į̄ da,
-chǫ’//-chǫǫ-,BAD,BAD ,[],[YM-96],['-chood/g'],P. mom.,,,,0,yíłchǫǫd ,s/he ruined it,[''],[''],[''],, yíłchǫǫg
-chǫ’//-chǫǫ-,BAD,BAD ,[],[YM-96],['-chood/g'],P. mom.,,,,0,yíłchǫǫg ,s/he ruined it,[''],[''],[''],, yíłchǫǫd
-chǫ’//-chǫǫ-,BAD,BAD ,[],[YM-96],['-chood/g'],P. mom.,,,bił nchǫ’ s/he hates him/her/despises him/her,0,bił nchǫ’ ,s/he hates him/her/despises him/her,[''],[''],[''], bik’enḏiih,
-chǫ’//-chǫǫ-,BAD,BAD ,[],[YM-96],['-chood/g'],P. mom.,,,bił nchǫ’ s/he hates him/her/despises him/her,0,bił nchǫ’ ,s/he hates him/her/despises him/her,[''],[''],[''], bik’enḏiih bik’enṉiih,
-chįh//-chį́į́,BAD,BAD SMELL,[],[YM-81],['-chāā('],P. conc.,,,,,,,,,,,
-chįh//-chį́į́,BAD,BAD SMELL,[],[YM-81],['-chāā('],P. conc.,,,,0,déyāāgolchįh ,body odor/ there is a strong smell) [rck],['[rck]'],[''],[''], ch’íłchǫh,
-chįh//-chį́į́,BAD,BAD SMELL,[],[YM-81],['-chāā('],P. conc.,,,,0,golchį́h ,there is an odor,[''],[''],[''], yishchą̄ą̄’,
-chįh//-chį́į́,BAD,BAD SMELL,[],[YM-81],['-chāā('],P. conc.,,,,0,yishchą̄ą̄’ ,s/he smelled it,[''],[''],[''], gołchįh,
-léé//-lee-,BE,BE ,[],"[YM-379, 378]",['-līī('],P. mom.; I neut.,,,,,,,,,,,
-léé//-lee-,BE,BE ,[],"[YM-379, 378]",['-līī('],P. mom.; I neut.,,,,0,dá’ázlį̄į̄ ,it is worthless,[''],[''],[''],, dá’izlį̄į̄
-léé//-lee-,BE,BE ,[],"[YM-379, 378]",['-līī('],P. mom.; I neut.,,,,0,dá’izlį̄į̄ ,it is worthless,[''],[''],[''],, dá’ázlį̄į̄
-léé//-lee-,BE,BE ,[],"[YM-379, 378]",['-līī('],P. mom.; I neut.,,,,0,daa’ílį̄į̄ ,they cost/are expensive,[''],[''],[''], łą̄ą̄go ílį̄į̄’\,
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,,,,,,,,
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,ádanoht’ēē ,you (2dp) are,[''],['(2dp)'],[''],, ádanołt’ēē
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,ádanołt’ēē ,you (2dp) are,[''],['(2dp)'],[''],, ádanoht’ēē
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,ágádat’ēē ,it is thus/s/he is like that/,[''],[''],[''], gát’ēē,
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,ágánilt’ēē ,many,[''],[''],[''], łą̄ą̄go,
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,ágát’ēē ,it is thus/he is like that,[''],[''],[''],, gát’ēē
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,ágát’ēē ,it is thus/he is like that,[''],[''],[''],, gát’ēē kát’ēē
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,ághát’ēē ,s/he/it is like that,[''],[''],[''], gát’ēē,
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,ághát’ēē ,s/he/it is like that,[''],[''],[''], gát’ēē kát’ēē,
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,díyágot’ēē ,it is a crowd,[''],[''],[''], ch’ilą̄ą̄,
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,díyágot’ēē ,it is a crowd,[''],[''],[''], ch’ilą̄ą̄ nílą̄ą̄,
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,gá’ádanołt’ēē ,you (2dp) are like that,[''],['(2dp)'],[''],, gádanołt’ēē
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,gádanołt’ēē ,you (2dp) are like that,[''],['(2dp)'],[''],, gá’ádanołt’ēē
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,gát’ēē ,it is thus/s/he is like that/,[''],[''],[''],, kát’ēē
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,gát’ēē ,it is thus/s/he is like that/,[''],[''],[''],, kát’ēē ágát’ēē
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,gát’ēē ,it is thus/s/he is like that/,[''],[''],[''], ágádaat’ēē, kát’ēē ágát’ēē
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,kát’ēē ,it is thus/s/he is like that/,[''],[''],[''],, ágát’ēē
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,kát’ēē ,it is thus/s/he is like that/,[''],[''],[''],, ágát’ēē gát’ēē
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,bich’ą́’zhį’ át’ēē ,s/he is against it,[''],[''],[''],, bits’ą́’zhį’ át’ēē
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,bidag ádanoht’ēē ,you (2dp) resist him/her/stand up to him/her,[''],['(2dp)'],[''],, bidag ádanołt’ēē
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,bidag ádanołt’ēē ,you (2dp) resist him/her/stand up to him/her,[''],['(2dp)'],[''],, bidag ádanoht’ēē
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,doo bił nt’ēē da ,unique/different/not like him/her,[''],[''],[''], bił’t’ēē,
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,bits’ą́’zhį’ át’ēē ,s/he is against it,[''],[''],[''],, bich’ą́’zhį’ át’ēē
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,ił ch’idinłt’ēē ,they (3a) are in agreement/in accord,[''],['(3a)'],[''],, ił ch’idint’ēē
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,ił ch’idint’ēē ,they (3a) are in agreement/in accord,[''],['(3a)'],[''],, ił ch’idinłt’ēē
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,itisyú át’ēē ,s/he is outstanding/brave/handsome/famous/reliable,[''],[''],[''], itisgo át’ēē,
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,yich’ą́’zhį’ ádat’ēē ,they oppose him/her/it,[''],[''],[''],, yits’ą́’zhį’ ádat’ēē
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,yits’ą́’zhį’ ádat’ēē ,they oppose him/her/it,[''],[''],[''],, yich’ą́’zhį’ ádat’ēē
-t’éé,BE,BE THUS,[],[YM-537],['-t’ēē'],I neut.,,,,0,nohwīīk’a’át’éhi nlį̄į̄’ ,s/he is like us/you (2dp),[''],['(2dp)'],[''], nēēk’a’át’éhi nlį̄į̄,
-zą́ą́(’),BEAT,BEAT SPOUSE,[],[YM738],['-zāā('],I dur.,,,,,,,,,,,
-zag/d,BELCH,BELCH ,[],[YM-731],['-zad/g'],P. mom.,,,,,,,,,,,
-lą́ą́//-ląą-,BELIEVE,BELIEVE ,[],[-d-],"['-d-]', '-ląąd/g']",-d-] ,,,,,,,,,,,
-lą́ą́//-ląą-,BELIEVE,BELIEVE ,[],[-d-],"['-d-]', '-ląąd/g']",-d-] ,,,,0,bosdląąd ,s/he believes him/her,[''],[''],[''],, bosdląąg
-lą́ą́//-ląą-,BELIEVE,BELIEVE ,[],[-d-],"['-d-]', '-ląąd/g']",-d-] ,,,,0,bosdląąg ,s/he believes him/her,[''],[''],[''],, bosdląąd
-lą́ą́//-ląą-,BELIEVE,BELIEVE ,[],[-d-],"['-d-]', '-ląąd/g']",-d-] ,,,,0,dahohdlą̄ą̄ ,you (2dp) believe it,[''],['(2dp)'],[''],, dahołdlą̄ą̄
-lą́ą́//-ląą-,BELIEVE,BELIEVE ,[],[-d-],"['-d-]', '-ląąd/g']",-d-] ,,,,0,dahołdlą̄ą̄ ,you (2dp) believe it,[''],['(2dp)'],[''],, dahohdlą̄ą̄
-lą́ą́//-ląą-,BELIEVE,BELIEVE ,[],[-d-],"['-d-]', '-ląąd/g']",-d-] ,,,,0,da’osdląąd ,they believed,[''],[''],[''],, da’osdląąg
-lą́ą́//-ląą-,BELIEVE,BELIEVE ,[],[-d-],"['-d-]', '-ląąd/g']",-d-] ,,,,0,da’osdląąg ,they believed,[''],[''],[''],, da’osdląąd
-lą́ą́//-ląą-,BELIEVE,BELIEVE ,[],[-d-],"['-d-]', '-ląąd/g']",-d-] ,,,,0,da’osidląąd ,we have believed,[''],[''],[''],, da’osidląąg
-lą́ą́//-ląą-,BELIEVE,BELIEVE ,[],[-d-],"['-d-]', '-ląąd/g']",-d-] ,,,,0,da’osidląąg ,we have believed,[''],[''],[''],, da’osidląąd
-lą́ą́//-ląą-,BELIEVE,BELIEVE ,[],[-d-],"['-d-]', '-ląąd/g']",-d-] ,,,,0,hosíndląąd ,you believe him/her,[''],[''],[''],, hosíndląąg
-lą́ą́//-ląą-,BELIEVE,BELIEVE ,[],[-d-],"['-d-]', '-ląąd/g']",-d-] ,,,,0,hosíndląąg ,you believe him/her,[''],[''],[''],, hosíndlaad
-lą́ą́//-ląą-,BELIEVE,BELIEVE ,[],[-d-],"['-d-]', '-ląąd/g']",-d-] ,,,,0,hosisdląąd ,I believe him/her,[''],[''],[''],, hosisdląąg
-lą́ą́//-ląą-,BELIEVE,BELIEVE ,[],[-d-],"['-d-]', '-ląąd/g']",-d-] ,,,,0,hosisdląąg ,I believe him/her,[''],[''],[''],, hosisdląąd
-lą́ą́//-ląą-,BELIEVE,BELIEVE ,[],[-d-],"['-d-]', '-ląąd/g']",-d-] ,,,,0,yosdląąd ,s/he believed him/her,[''],[''],[''],, yosdląąg
-lą́ą́//-ląą-,BELIEVE,BELIEVE ,[],[-d-],"['-d-]', '-ląąd/g']",-d-] ,,,,0,yosdląąg ,s/he believed him/her,[''],[''],[''],, yosdląąd
-tsą́ą́,BELLY,BELLY ,[],[YM-598],['-tsāā'],P. neut.,,,,,,,,,,,
-lįh,BE/RESEMBLE,BE/RESEMBLE ,[],[YM-373],['-lįh'],I neut.,,,,,,,,,,,
-chog/d//-chaa,BIG,BIG ,[],"[YM-595, 611]",['-chaa('],I neut.,,,,,,,,,,,
-tsaaz,BIG/THICK,BIG/THICK ,[],[YM-597],['-tsaaz'],I neut.,,,,,,,,,,,
-tsaaz,BIG/THICK,BIG/THICK ,[],[YM-597],['-tsaaz'],I neut.,,,,0,ntsaaz ,it is big around/big in circumference,[''],[''],[''],, ntsaazé
-tsaaz,BIG/THICK,BIG/THICK ,[],[YM-597],['-tsaaz'],I neut.,,,,0,ntsaazé ,it is big around/big in circumference,[''],[''],[''],, ntsaaz
-ghazh,BITE/CLENCH1,BITE ,[],[YM-227],['-ghazh'],P. mom.; I dur.,,,,,,,,,,,
-tsag/d,BITE/CLENCH2,BITE/CLENCH ,[],[YM-590],['-tsad/g'],P. mom.; I neut.,,,,,,,,,,,
-ch’il//-ch’iil,BLINK,BLINK ,[],[YM-107],['-ch’il'],"P. semel., trans.",,,,,,,,,,,
-ch’il//-ch’iil,BLINK,BLINK ,[],[YM-107],['-ch’il'],"P. semel., trans.",,,,0,bee ozol ,it (as a horse) is bloated,[''],['(as a horse)'],[''], bee olzol,
-béézh,BOIL,BOIL ,[],[YM-64],['-bēēzh'],I mom.: P. I. O conc.,,,,,,,,,,,
-béézh,BOIL,BOIL ,[],[YM-64],['-bēēzh'],I mom.: P. I. O conc.,,,bá hibēēzh they boil it for him/her,0,bá hibēēzh ,they boil it for him/her,[''],[''],[''], bá ibēēzh,
-béézh,BOIL,BOIL ,[],[YM-64],['-bēēzh'],I mom.: P. I. O conc.,,,,0,bá ibēēzh ,they boil it for him/her,[''],[''],[''], bá hibēēzh,
-bizh,BRAID,BRAID ,[],[YM-67],['-bizh'],"P, I, O conc.",,,,,,,,,,,
-ts’il,BREAK,BREAK ,[],[YM-636],['-ts’ił'],"P, I, R, O, F semel.",,,,,,,,,,,
-tł’ííd,BREAKWIND,BREAKWIND ,[],[YM-581],['-tł’īīd/g'],P. mom.,,,,,,,,,,,
-bee-,BREASTFEED,BREASTFEED ,[],[nYM; see noun -be’ ‘breast],"['-be’', '-be’']","I  mom., dur.",,,,,,,,,,,
-bee-,BREASTFEED,BREASTFEED ,[],[nYM; see noun -be’ ‘breast],"['-be’', '-be’']","I  mom., dur.",,,,0,ńyol ,there is wind,[''],[''],[''], ńch’iid,
-bee-,BREASTFEED,BREASTFEED ,[],[nYM; see noun -be’ ‘breast],"['-be’', '-be’']","I  mom., dur.",,,,0,ńyol ,there is wind,[''],[''],[''], ńch’iid ńch’iig,
-bee-,BREASTFEED,BREASTFEED ,[],[nYM; see noun -be’ ‘breast],"['-be’', '-be’']","I  mom., dur.",,,,0,ńyol ,there is wind,[''],[''],[''], ńch’iid ńch’iig nádich’íh,
-bee-,BREASTFEED,BREASTFEED ,[],[nYM; see noun -be’ ‘breast],"['-be’', '-be’']","I  mom., dur.",,,,0,ńyol ,there is wind,[''],[''],[''], ńch’iid ńch’iig nádich’íh yat’ēēgo bił deyol,
-bee-,BREASTFEED,BREASTFEED ,[],[nYM; see noun -be’ ‘breast],"['-be’', '-be’']","I  mom., dur.",,,,0,ńyoł ,there is wind,[''],[''],[''], ńch’iid,
-bee-,BREASTFEED,BREASTFEED ,[],[nYM; see noun -be’ ‘breast],"['-be’', '-be’']","I  mom., dur.",,,,0,ńyoł ,there is wind,[''],[''],[''], ńch’iid ńch’iig,
-bee-,BREASTFEED,BREASTFEED ,[],[nYM; see noun -be’ ‘breast],"['-be’', '-be’']","I  mom., dur.",,,,0,ńyoł ,there is wind,[''],[''],[''], ńch’iid ńch’iig ńyol,
